G,U,X,Y
M,5.097,5.315,8.651
M,1.166,2.51,4.241
F,1.839,12.658,10.374
M,61.102,50.147,31.526
M,1.65,2.873,3.507
F,1.198,2.338,2.999
F,2.358,31.826,25.879
F,1.366,6.099,11.207
F,2.388,4.991,4.844
F,1.213,3.68,8.471
F,4.913,8.564,7.654
M,17.471,15.651,11.184
F,3.234,4.176,4.247
F,1.45,3.325,3.726
F,9.642,9.035,8.302
F,12.788,20.048,15.419
M,5.185,5.427,4.963
M,1.083,4.61,4.228
M,1.574,4.222,4.84
M,1.033,2.073,5.833
F,2.202,9.095,10.793
F,1.778,2.833,3.155
F,1.047,2.284,5.369
F,1.369,2.783,3.565
F,1.294,11.97,15.097
F,6.625,6.537,5.565
F,3.201,4.063,4.638
F,2.939,7.407,7.896
F,14.588,13.309,9.734
M,2.365,4.066,4.318
M,2.152,3.012,4.694
F,1.69,3.366,5.696
F,5.972,8.949,7.107
F,1.438,4.422,4.352
M,1.417,2.407,2.973
M,3.745,5.452,7.373
F,1.027,2.397,3.442
F,3.077,3.801,3.731
F,4.007,6.935,7.772
M,1.023,2.514,3.29
F,26.811,27.797,18.524
M,6.6,7.247,6.998
F,2.008,5.392,4.682
M,5.832,5.902,5.132
F,1.233,2.57,9.34
F,1.37,12.22,12.082
F,3.628,228.104,138.681
F,1.927,2.945,3.772
F,10.833,59.02,37.045
M,3.467,4.27,5.031
F,1.137,635.846,386.364
M,4.882,5.213,5.632
F,1.187,23.558,15.72
M,2.386,4.361,4.288
F,74.288,60.863,41.082
M,1002.225,803.009,483.702
M,1.501,2.999,3.401
F,1.557,2.575,5.84
F,1.442,5.632,6.609
F,3.534,4.301,4.13
F,1.096,3.758,5.001
F,36.348,31.095,23.716
M,1.622,2.773,3.178
F,1.113,8.622,7.017
F,2.068,5.266,4.659
F,1.118,8.076,7.462
F,1.916,3.553,4.936
F,2.445,9.03,8.31
F,1.062,9.516,9.861
M,19.951,17.225,12.105
M,1.567,2.497,3.294
F,3.631,10.174,7.772
F,12.738,14.295,10.796
F,12.393,25.241,21.22
F,3.493,4.507,4.316
M,2.06,3.028,3.703
M,3.436,4.496,6.119
F,1.217,2.846,3.282
F,1.501,2.94,6.28
M,4.576,4.991,4.413
F,4.062,4.617,4.273
M,1.959,3.086,3.907
M,1.614,2.514,3.156
M,1.316,2.311,3.943
F,1.772,5.339,5.366
F,2.498,3.589,3.917
M,10.61,9.769,7.896
F,1.724,4.095,4.112
M,5.538,6.093,5.11
F,8.857,106.175,65.243
F,1.036,3.83,4.456
F,12.052,10.918,9.595
M,1.144,2.158,4.857
M,7.383,7.262,5.766
M,1.513,3.68,3.655
M,5.163,5.661,6.614
M,1.142,2.422,2.991
F,4.114,5.19,6.229
M,1.28,2.349,2.986
F,2.128,3.502,5.44
F,18.981,16.732,11.53
F,1.059,2.534,4.305
F,5.413,6.664,5.479
M,3.02,3.642,3.906
M,1.741,2.78,4.482
F,1.12,2.179,3.35
F,1.585,19.136,12.947
M,1.617,2.696,3.204
F,1.478,2.92,3.173
M,1.328,2.388,3.238
M,1.423,2.679,3.409
F,1.35,5.631,4.96
M,2.2,3.097,3.424
M,22.997,19.619,13.553
M,13.347,11.928,8.843
M,48.298,40.994,26.795
F,1.189,4.651,4.419
F,2.452,8.377,6.56
F,1.029,2.445,4.698
F,5.653,8.08,8.089
F,1.442,2.834,4.26
F,406.667,326.628,197.55
F,2.606,7.47,5.906
M,3.504,4.924,6.85
M,4.763,5.225,7.276
F,2.359,4.58,4.225
F,2.576,3.346,6.414
M,2.51,3.549,3.806
M,1.056,2.784,3.445
F,3.08,3.961,5.688
F,11.172,10.358,7.68
F,1.881,3.603,4.214
F,5.319,6.058,7.134
F,1.064,2.67,3.961
F,1.105,4.785,6.348
F,5.99,6.604,6.115
M,1.599,2.578,3.36
F,1.302,2.347,5.313
F,1.127,2.105,4.155
M,1.001,2.013,2.859
M,8.634,8.874,6.876
F,2.626,15.542,10.891
F,1.624,4.661,4.271
F,2.299,9.483,7.759
M,4.892,5.172,6.453
M,3.382,3.982,4.526
F,1.048,5.355,6.315
F,3.493,4.246,4.816
F,2.897,3.573,3.807
F,1.446,2.518,3.049
F,1.034,4.215,4.657
F,13.696,13.564,10.239
M,5.96,6.093,5.48
M,2.023,2.9,6.298
M,3.483,4.764,5.134
M,3.052,3.709,3.717
F,1.475,6.034,5.576
F,1.175,195.192,119.007
M,1.151,2.129,2.874
F,1.349,2.835,5.383
M,10.101,10.917,8.852
F,3.66,4.26,4.249
M,1.324,2.517,3.181
M,5.431,5.765,4.862
F,5.095,7.327,7.611
M,3.514,4.606,4.811
M,3.386,4.724,4.511
F,10.832,12.126,8.758
F,1.349,3.694,4.088
M,1.721,2.631,3.507
M,2.404,4.191,6.222
M,1.446,2.624,3.23
F,5.216,7.26,5.812
F,2.747,4.151,3.943
M,2.393,3.725,4.8
M,60.504,50.375,31.816
F,1.525,2.502,11.461
M,1.204,2.332,4.047
M,1.177,2.858,3.552
M,1.47,3.055,3.942
F,1.002,2.457,3.371
M,1.253,3.254,3.872
F,3.881,7.106,5.668
F,1.849,3.388,4.008
F,5.712,7.285,8.164
M,1.578,5.968,5.857
M,4.139,4.593,4.206
M,4.269,5.961,5.843
F,19.013,16.837,12.637
M,1.413,2.961,3.66
F,1.191,7.108,6.262
M,2.455,3.546,4.587
F,3.718,7.402,5.95
M,1.157,3.043,3.604
F,2.616,25.67,17.162
F,4.008,9.009,7.333
M,12.921,11.655,9.696
M,5.269,5.901,4.968
M,1.078,4.161,4.064
M,3.95,4.533,4.412
M,1.234,4.425,5.194
M,2.392,3.21,3.431
F,2.036,8.839,6.78
F,2.983,5.561,29.719
F,7.856,7.56,6.011
M,1.201,2.181,4.548
F,1.129,2.53,3.389
F,4.761,9.738,7.513
M,2.322,3.829,5.078
F,1.157,3.006,4.402
M,1.03,2.825,4.123
M,4.779,5.037,7.442
F,1.399,36.303,28.963
M,3.506,4.046,3.958
M,4.77,7.002,6.235
F,1.928,2.818,10.555
F,1.553,2.445,3.804
F,2.652,4.549,5.417
F,2.787,3.698,4.746
F,20.572,88.773,54.788
M,1.681,2.591,3.132
F,2.718,4.032,3.866
M,3.626,4.787,4.617
F,2.724,3.868,5.838
F,1.35,2.339,3.002
F,1.013,10.477,7.692
F,1.317,6.86,5.814
F,1.417,4.013,7.836
M,1.302,4.472,4.319
F,1.615,62.541,38.943
M,3.008,4.248,4.037
F,1.304,6.074,5.124
F,1.311,7.188,5.988
M,1.001,2.413,2.857
F,1.331,7.114,5.811
F,1.083,14.261,11.525
F,1.546,2.699,3.758
F,1.326,3.508,3.671
F,1.582,2.715,3.536
F,1.022,2.235,4.21
M,1.646,3.026,3.628
F,3.846,5.807,6.242
M,5.408,5.556,5.357
M,1.304,2.481,2.893
M,3.888,6.162,5.329
F,9.459,11.744,8.963
F,1.636,7.388,7.559
F,1.052,2.661,3.231
F,1.473,3.032,8.766
M,2.289,3.441,3.689
M,2.049,2.869,3.224
F,1.945,2.764,3.32
M,1213.746,972.657,585.494
M,1.649,2.559,3.055
F,12.418,11.89,8.719
M,1.965,4.274,5.261
F,1.136,3.484,4.53
F,2.271,11.448,8.638
F,47.22,39.791,25.643
F,1.44,2.693,5.968
M,1.229,2.404,3.018
M,2.279,3.591,3.618
M,6.1,8.285,7.068
F,1.453,2.907,3.445
M,2.435,4.336,4.547
F,1.332,9.132,7.178
M,1.311,2.7,3.141
M,1.953,3.186,4.588
M,4.469,4.911,5.615
M,1.219,2.965,3.383
M,3.059,3.678,3.919
F,6.124,6.441,5.516
F,7.552,7.817,6.168
M,6.242,6.641,6.616
M,9.238,8.888,6.877
F,1.94,2.836,6.759
F,1.52,9.834,8.794
M,1.463,2.423,3.592
M,2.681,4.241,4.226
M,11.284,11.233,9.954
M,1.018,2.541,3.306
M,1.177,2.24,3.306
M,1.935,2.757,3.765
M,2.661,5.278,4.934
F,4.509,7.164,6.865
M,2.616,3.5,3.706
F,1.028,2.116,3.057
F,2.088,3.215,3.831
M,1.743,2.754,3.25
F,3.202,4.894,5.208
M,1.752,6.703,5.582
F,13.001,11.773,10.468
M,2.134,2.91,5.8
M,4.008,4.736,5.318
F,4.196,14.207,10.355
M,2.424,3.363,3.441
M,3.156,3.88,6.604
F,1.538,3.305,5.249
M,3.2,4.31,4.347
F,1.209,2.208,3.711
F,187.806,151.51,92.502
M,1.321,4.014,4.219
F,4.227,5.542,12.299
F,2.592,3.287,4.285
F,1.452,2.518,2.94
F,1.085,2.498,3.966
M,6.182,6.912,5.741
F,1.404,2.67,3.36
M,1.224,2.21,3.351
M,4.514,4.991,4.417
F,2.664,6.331,6.622
F,1.788,2.99,5.213
F,6.775,9.239,7.22
F,1.762,7.455,7.07
F,433.947,350.147,212.353
M,12.834,12.141,9.814
M,1.7,2.945,4.381
F,1.126,5.495,5.166
M,5.229,5.483,5.562
M,7.249,7.892,8.522
F,2.241,3.966,3.894
M,3.285,3.843,5.485
F,1.489,108.803,66.9
F,5.023,9.655,10.856
M,1.977,3.34,4.31
M,7.037,7.731,6.122
F,2.529,3.445,5.694
M,4.344,5.642,4.953
F,2.496,14.313,10.759
F,1.706,2.567,3.051
M,1.297,2.244,2.824
M,1.28,2.581,7.246
M,1.619,2.659,3.462
F,2.397,4.066,4.536
M,3.447,4.41,4.117
M,3.312,4.309,4.099
F,14.644,24.724,16.441
F,2.007,4.376,4.04
M,1.467,2.558,3.128
F,16.046,14.689,10.886
F,1.165,2.977,4.07
M,1.739,3.56,3.804
M,1.147,2.138,3.383
M,13.256,12.1,9.449
M,1.301,2.855,3.256
M,3.385,4.909,7.467
F,1.558,2.607,3.235
F,3.785,9.078,6.871
F,2.861,14.497,11.104
M,3.383,4.142,5.835
F,3.244,8.003,6.374
F,1.341,2.881,4.355
F,1.568,4.313,4.713
F,1.831,2.772,3.349
M,4.89,5.367,4.826
M,2.69,3.504,5.181
M,49.67,41.125,26.565
M,2.629,3.336,4.251
F,9.955,12.036,8.8
F,2.626,18.18,12.469
M,2.865,6.452,5.626
F,1.319,268.21,164.174
M,3.192,4.258,4.386
F,4.595,5.317,5.537
F,1.045,3.983,4.688
M,1.287,2.781,4.007
F,1.129,9.121,9.48
M,2.145,2.99,6.054
M,38.58,32.573,21.057
M,1.033,2.067,2.659
M,1.036,2.146,2.963
F,1.751,3.362,3.967
M,1.892,3.398,4.668
F,1.064,2.215,3.062
F,3.467,4.098,4.04
M,14.062,12.953,10.611
F,26.474,22.57,18.954
F,1.227,2.88,3.631
M,3.552,4.779,4.665
F,2.569,3.352,3.487
M,3.799,4.553,4.63
M,2.208,3.238,3.479
F,5.474,5.84,5.683
M,2.099,3.119,3.434
M,3.309,4.181,3.953
F,1.057,2.738,5.088
M,1.092,3.798,4.499
M,18.345,16.197,12.19
F,1.07,2.483,3.976
M,1.347,2.689,3.536
M,3.121,3.793,4.19
F,1.496,6.852,5.835
F,2.054,2.944,4.212
M,1.244,3.003,3.638
M,1.061,2.489,3.841
M,1.153,2.191,3.97
M,3.142,3.831,3.86
F,12.883,12.601,9.542
M,1.148,2.885,3.39
M,2.703,3.693,3.927
M,9.511,9.59,7.492
M,4.508,5.039,5.871
M,12.081,11.66,8.432
F,3.914,9.365,8.88
F,2.579,3.407,6.745
M,1.491,5.353,4.967
M,3.156,4.355,6.902
F,3.821,4.645,4.643
M,5.266,6.614,5.44
M,1.91,3.144,3.995
F,8.613,8.397,6.462
M,1.466,3.655,4.301
F,1.216,5.514,8.558
M,1.371,2.705,3.349
M,1.352,2.466,2.899
M,3.601,4.088,4.163
M,1.006,2.782,3.207
F,2.259,5.194,6.643
F,4.17,5.125,16.812
M,2.707,3.759,3.874
F,1.491,2.944,3.456
M,1.62,2.881,3.525
F,1.118,2.305,3.55
M,2.305,3.11,4.07
F,3.723,5.597,4.95
M,7.775,8.177,6.311
M,1.298,2.437,3.112
F,1.503,2.982,3.501
M,1.267,2.303,2.847
F,3.07,4.116,5.59
F,2.029,3.963,4.299
F,1.501,3.932,4.144
M,2.705,3.821,4.023
M,2.082,3.06,4.764
M,1.223,2.261,3.146
F,3.104,4.899,6.202
M,7.433,7.463,10.516
M,35.981,30.008,20.471
M,2.387,3.922,4.351
M,1.183,2.377,3.079
M,1.086,2.505,11.244
F,1.015,4.088,5.852
M,1.646,7.944,6.537
F,3.014,15.593,11.534
F,2.372,25.845,20.138
M,15.239,14.178,9.929
F,2.549,8.985,6.98
M,2.012,3.119,4.807
F,7.218,8.526,6.519
M,14.805,14.096,10.382
M,1.088,2.332,2.916
M,1.54,2.45,5.706
M,1.385,2.568,3.828
M,1.217,3.072,4.59
F,1.416,4.041,4.769
F,1.716,2.59,3.097
M,1.712,2.738,3.537
M,1.141,3.103,3.28
M,1.064,2.139,3.538
F,2.161,3.382,4.297
M,9.541,8.886,7.333
F,1.823,2.673,5.217
M,1.766,2.86,3.641
F,1.161,6.3,5.67
F,1.385,2.531,3.893
F,5.126,6.635,7.636
F,1.713,62.574,39.381
M,1.409,2.365,3.752
F,2.525,3.235,4.687
M,3.812,4.464,4.348
F,2.036,14.172,12.231
F,1.167,8.991,7.252
F,3.16,3.911,7.888
F,5.112,5.549,5.437
M,3.629,4.742,4.376
F,4.359,12.987,10.784
M,1.591,2.785,4.001
F,3.482,5.461,5.723
F,3.745,4.939,6.979
M,3.351,4.291,4.397
M,300.899,242.316,146.909
M,2.532,3.442,3.516
F,7.997,7.746,12.42
F,20.188,18.36,12.496
F,2.217,3.211,4.013
F,6.959,7.178,7.694
F,1.027,5.562,6.026
F,1.577,3.827,4.986
M,2.243,4.754,4.484
F,3.724,10.692,9.198
M,1.237,2.813,3.451
F,2.244,3.714,5.297
M,1.066,2.623,3.465
M,2.67,4.103,3.915
F,1.146,4.715,4.285
F,3.368,5.343,5.327
M,1.479,2.393,3.07
M,2.929,3.893,4.462
F,1.15,15.389,13.245
M,4.716,5.092,4.686
M,2.077,3.139,6.339
F,29.95,25.832,17.054
M,1.072,2.811,3.175
F,1.101,3.728,3.974
F,4.55,8.988,17.318
F,1.271,2.367,5.163
M,33.096,27.703,19.235
F,47.715,40.963,27.771
M,1.162,2.361,2.996
F,2.19,10.818,8.136
F,2.735,4.496,5.751
F,12.339,15.103,13.448
F,6.205,6.348,5.794
M,3.278,3.951,4.068
F,2.818,3.782,4.9
F,1.698,5.089,4.593
F,8.475,8.427,10.01
F,3.609,5.241,5.598
M,4.997,5.535,6.649
M,1.28,8.947,7.028
M,1.768,3.557,3.999
M,3.302,4.437,4.476
F,11.26,10.896,8.083
M,2.147,4.785,4.885
M,4.595,4.939,4.594
M,6.832,7.163,5.736
M,2.123,3.733,3.666
F,1.098,28.089,19.879
F,1.259,6.697,5.555
M,1.008,2.531,3.088
M,1.292,2.254,3.386
F,317.864,256.98,155.836
F,16.441,18.165,12.778
F,1.444,7.554,8.599
F,3.965,4.434,4.682
M,1.057,2.328,3.183
M,1.485,2.697,3.074
M,1.583,3.614,5.954
F,2.518,3.363,3.962
M,3.963,4.624,4.29
F,1.601,6.036,9.337
F,5.411,7.617,6.098
M,7.489,8.168,6.323
F,17.272,20.646,15.677
M,1.389,2.921,4.591
F,1.517,3.059,3.569
M,7.974,10.443,8.52
M,1.017,3.537,3.593
F,2.471,3.203,3.706
M,5.518,5.795,5.313
M,13.919,12.723,9.243
M,1.723,3.508,3.514
F,2.162,5.757,5.349
M,3.588,4.113,4.917
F,1.085,2.328,3.249
F,2.549,4.094,4.566
M,3.971,4.76,4.535
M,1.259,2.424,2.939
M,3.752,4.219,7.255
F,14.721,15.177,11.352
F,1.297,2.881,4.538
M,10.695,10.292,8.463
F,1.679,3.441,5.432
F,3.723,4.89,4.925
F,1.289,2.289,4.174
M,7.275,7.889,6.135
F,1.663,8.609,8.963
F,1.674,3.34,3.569
M,1.826,3.307,3.691
F,1.028,2.119,6.409
M,1.52,2.43,4.335
M,2.069,2.964,3.194
F,7.743,7.834,8.106
F,1.664,3.329,3.432
F,16.408,15.107,10.559
M,37.884,31.758,21.152
F,1.168,2.186,3.948
F,1.723,74.21,45.931
M,1.159,2.294,12.048
F,1.726,3.741,4.974
M,1.781,3.136,3.697
M,1.279,2.351,3.212
M,1.032,2.109,3.086
F,1.34,50.68,32.295
F,1.289,2.336,2.845
M,2.006,3.28,3.687
M,4.01,4.549,4.453
M,3.741,4.25,4.135
M,2.051,5.368,9.246
F,1.613,2.516,3.483
F,4.029,7.128,6.995
M,1.478,4.095,3.976
M,13.051,12.165,8.78
M,3.753,6.429,5.699
F,1.679,3.829,3.764
F,3.418,4.051,5.558
M,3.559,4.38,5.667
M,1.078,2.13,2.743
F,3.991,10.474,7.996
F,18.08,17.215,11.768
M,1.206,3.972,6.347
M,2.133,4.17,6.652
M,1.761,3.057,3.581
M,1.599,2.931,3.576
F,67.86,55.875,35.205
M,1.815,2.982,3.385
F,1.148,2.173,3.403
F,1.519,5.75,4.923
F,1.263,2.512,3.387
F,1.566,29.276,20.817
F,1.419,2.408,3.934
M,1.227,3.152,4.231
F,1.321,11.325,8.553
F,1.438,3.018,4.751
F,2123.113,1700.188,1022.124
M,5.315,5.595,4.81
M,8.31,8.787,6.752
M,54.22,44.618,28.183
F,1.297,2.843,3.887
M,4.677,5.055,5.06
M,38.052,31.908,21.408
F,2.485,3.545,6.369
F,1.682,2.683,3.223
F,1.049,470.599,284.084
M,2.352,5.723,4.949
M,2.614,3.758,3.812
M,1.412,2.425,3.927
F,1.325,4.149,4.041
F,1.3,2.452,3.287
M,1.622,4.003,4.739
M,1.33,3.809,4.24
M,1.036,3.275,5.42
F,1.096,2.361,6.02
M,1.042,2.271,3.296
M,48.347,39.88,25.454
M,1.214,2.252,2.79
F,1.974,4.238,4.344
F,1.082,14.868,11.339
M,1.256,4.851,4.805
M,3.14,3.855,5.13
M,1.364,2.436,3.741
M,3.581,4.81,5.038
M,6.399,6.835,11.278
F,3.358,10.985,9.282
F,1.085,7.432,6.184
F,1.347,3.566,3.614
F,27.629,26.284,17.766
M,1.047,2.461,3.23
M,1.254,2.632,5.98
M,1.158,3.118,3.465
F,1.63,3.506,4.174
M,1.975,3.066,3.322
F,1.438,4.697,4.903
M,1.27,2.504,3.073
M,2.198,3.081,3.306
F,25.746,26.873,61.677
F,4.491,6.143,5.239
F,1.359,37.082,24.752
F,2.724,11.985,14.598
M,1.884,4.663,5.53
M,1.688,2.77,3.097
M,1.434,3.17,6.241
M,3.752,4.364,4.067
M,2.746,3.822,4.436
F,7.947,8.543,7.307
F,1.475,2.391,3.584
M,10.249,10.821,8.875
F,2.717,7.697,6.046
F,1.957,3.446,4.948
F,1.671,10.912,7.949
F,2.337,4.379,5.061
F,1.63,2.566,7.974
M,1.559,2.674,3.992
F,2.748,5.278,6.529
M,1.014,2.425,3.786
F,1.649,4.744,6.737
F,1.903,15.623,11.005
M,1.221,2.661,3.403
M,1.386,4.069,4.193
F,9.299,9.448,7.154
M,1.365,3.24,3.515
M,2.397,3.15,3.297
F,1.825,3.219,5.455
F,6.171,10.374,10.906
M,1.017,2.137,4.291
M,1.62,2.526,3.277
F,1.282,4.621,4.185
F,1.189,3.769,6.024
M,4.218,4.883,5.51
F,4.61,6.385,5.834
M,1.546,4.085,4.259
F,1.641,6.553,5.41
M,1.063,2.383,3.011
F,2.471,5.622,5.432
M,40.136,33.653,22.323
M,1.229,2.468,3.11
M,57.341,47.079,34.736
F,6.088,6.451,5.893
M,1.117,2.241,3.331
M,1.01,2.544,3.301
M,281.9,226.753,137.59
M,6.888,6.738,7.728
F,3.921,4.569,4.753
M,1.07,2.579,3.134
M,1.52,2.598,4.58
F,1.378,2.736,7.643
M,1.884,2.791,3.737
F,3.871,5.821,9.768
F,7.272,7.293,7.209
M,1.004,2.255,2.829
F,2.886,9.441,7.733
M,1.616,3.041,5.452
M,17.325,15.128,11.263
M,1.402,2.416,3.118
M,1.064,2.509,3.079
F,1.451,4.997,4.651
M,2.348,3.447,4.015
M,1.545,2.53,3.929
M,1.616,2.861,3.295
M,3.947,4.723,5.204
M,1.36,3.014,5.325
F,3.093,3.73,6.279
M,1.183,2.348,3.249
F,1.276,2.927,23.472
F,1.268,3.672,13.689
M,8.306,7.926,6.425
F,1.408,3.216,4.932
F,22.134,20.428,15.164
F,2.046,10.067,8.006
F,1.916,3.129,3.965
M,1.03,2.078,3.213
F,2.636,3.603,3.656
F,2.211,3.799,3.787
M,2.205,3.668,5.46
M,2.789,3.605,3.6
F,2.155,3.295,6.272
M,3.26,5.621,4.971
M,3.308,4.336,4.579
F,1.086,4.809,4.682
F,2.385,3.184,3.832
M,3.074,4.103,4.026
M,1.892,2.879,3.932
F,1.64,6.846,11.817
F,1.603,11.644,9.306
M,2.337,3.07,3.258
F,5.074,6.821,5.572
F,8.153,9.304,7.326
M,1.171,2.567,2.962
F,1.044,2.54,3.756
M,14.564,14.582,10.628
F,6.072,8.056,6.84
M,1.815,2.792,3.219
M,2.281,3.063,4.302
F,361.939,290.91,176.696
F,1.122,2.172,2.828
F,6.45,7.811,6.536
F,2.666,3.437,3.997
M,1.175,3.385,4.062
M,7.42,7.689,6.485
M,1.533,2.859,4.458
M,1.607,2.581,2.959
F,8.405,19.343,13.463
M,1.006,3.112,3.347
F,1.938,3.45,4.8
M,3.452,4.125,6.265
M,1.119,2.479,2.907
M,1.008,3.023,3.709
F,1.077,7.369,5.997
F,1.719,2.745,3.092
F,1.393,3.017,4.304
F,1.286,5.215,4.707
M,4.037,4.75,4.542
M,7.523,7.326,7.02
M,2.181,3.719,3.684
F,1.99,4.401,5.138
F,2.193,3.562,6.868
F,1.27,2.32,5.343
M,14.125,12.77,9.471
M,1.109,3.394,3.603
M,1.308,3.694,4.312
F,5.959,6.469,6.432
F,1.924,3.043,3.358
M,1.494,2.556,3.613
F,2.811,11.5,9.735
F,10.521,15.949,13.178
M,2.506,4.083,4.421
M,5.808,6.633,5.426
M,3.082,4.174,3.994
F,3.181,3.974,4.782
F,1.716,4.301,4.037
F,11.213,12.789,9.447
F,2.051,7.486,7.31
F,3.071,7.753,6.509
M,2.087,3.039,3.656
F,1.63,3.376,3.643
F,2.665,9.453,8.23
M,1.406,2.553,3.611
F,8.447,8.029,7.416
M,1.787,3.417,3.653
M,1.01,2.301,3.198
F,3.717,4.228,3.983
F,7.167,9.59,7.341
M,2.344,3.139,3.538
F,1.911,5.526,4.991
F,2.627,14.246,10.572
F,1.239,5.094,5.124
F,107.623,100.716,65.841
F,1.851,3.565,3.81
F,1.143,2.241,2.789
M,2.481,3.261,3.959
M,1.773,4.553,4.862
M,1.878,3.14,3.706
M,24.436,23.786,15.753
F,1.447,14.564,10.347
M,4.207,4.602,4.51
M,6.425,6.964,7.053
F,1.34,2.49,3.536
F,1.021,4.956,9.86
F,4.664,5.562,5.361
F,2.862,6.027,6.259
M,11.863,12.538,9.366
M,1.661,3.83,4.427
F,2.055,3.228,7.255
M,1.136,2.115,3.689
F,17.865,31.407,20.414
M,39.28,33.18,21.387
F,10.816,10.183,8.278
F,6.468,7.556,6.946
F,6.321,10.949,8.182
M,1.205,2.818,3.385
F,1.111,2.129,2.744
F,4.716,5.469,6.215
M,13.102,12.052,9.206
F,1.34,2.479,2.894
M,2.107,2.968,3.812
F,3.635,6.509,6.534
F,1.067,2.728,3.067
F,1.943,2.998,3.838
M,1.307,5.014,4.873
M,2.794,20.923,14.252
F,9.132,20.879,17.819
M,1.091,2.453,3.683
F,1.573,2.694,4.036
M,2.36,3.427,4.55
F,1.126,8.775,7.152
M,2.785,4.981,4.899
M,2.862,3.524,3.73
M,16.514,15.362,10.675
F,2.061,5.304,5.503
F,9.253,17.104,14.791
F,13.251,14.625,21.937
F,1.393,2.616,3.236
F,1.633,2.535,5.475
M,1.648,2.592,3.53
F,4.357,5.286,4.648
F,5.346,80.683,50.107
F,1.381,9.799,7.858
M,2.076,3.297,7.802
M,14.211,13.34,10.172
M,1.399,2.575,3.368
M,1.038,2.178,2.719
F,4.482,6.015,5.203
F,1.003,9.921,7.901
M,16.728,14.923,10.437
F,2.162,50.055,31.964
F,1.19,2.163,2.819
M,1.874,4.754,4.304
M,1.381,2.461,2.916
F,3.546,4.539,4.35
F,5.464,5.692,6.216
M,1.946,2.833,3.129
M,9.965,9.526,8.733
M,2.819,3.673,3.926
M,2.627,6.034,5.314
F,1.141,2.121,3.107
M,2.901,3.77,3.839
M,1.126,2.163,3.419
M,1.604,3.002,3.793
M,1.199,2.418,3.842
F,1.132,2.394,3.309
F,2.31,3.121,9.805
F,3.546,14.057,10.687
F,5.886,6.489,5.367
M,3.017,3.69,3.885
M,1.084,3.786,5.007
M,2.598,3.784,3.809
F,1.035,2.219,3.034
M,1.448,2.557,3.41
F,15.611,17.958,12.304
F,38.445,35.118,24.186
M,1.179,2.195,2.773
F,1.549,2.815,4.776
M,13.888,12.493,9.121
M,1.014,2.263,2.835
M,1.449,2.394,2.852
M,4.437,5.692,5.379
M,5.14,5.955,5.044
F,1.082,2.101,3.494
F,3.459,4.771,4.48
F,1.133,2.785,9.602
M,2.07,2.865,3.398
F,64.744,54.892,35.567
M,1.712,2.829,3.515
M,1.731,2.831,3.494
F,1.043,2.373,3.342
F,3.044,6.845,5.878
F,1.088,2.3,2.795
M,1.16,2.246,2.962
F,2.201,3.862,7.639
M,4.722,8.348,6.488
F,1.047,2.755,3.968
M,1.444,2.433,3.883
F,1.14,8.541,7.375
M,1.203,2.166,2.99
F,2.991,4.265,4.126
F,1.65,3.875,4.85
M,1.917,2.973,3.469
F,3.018,14.277,11.829
M,1.111,2.307,3.916
M,1.16,2.64,3.152
M,1.533,2.725,5.709
F,2.308,23.179,15.699
F,30.241,27.334,18.3
M,1.672,4.34,4.63
F,1.784,2.729,3.81
F,1.797,2.863,3.199
M,1.57,2.949,3.635
F,1.075,2.188,3.893
F,2.699,4.216,4.337
F,1.09,8.332,8.786
F,2.288,3.294,17.561
M,1.426,3.011,3.263
M,1.089,2.719,3.652
M,1.478,2.429,3.119
F,1.531,2.941,3.739
F,6.223,6.522,8.425
F,6.369,6.97,6.128
F,3.809,4.292,7.916
F,1.976,3.033,3.23
F,67.306,64.58,40.62
F,3.348,4.828,4.422
F,1.566,2.774,3.439
M,1.624,2.682,3.068
F,1.037,23.47,16.927
M,1.521,2.543,3.058
F,3.963,8.84,19.533
F,3.76,54.853,34.962
M,9.992,9.813,8.093
M,4.597,4.92,4.375
M,4.678,5.019,5.162
M,1.273,2.493,5.67
M,1.643,3.286,5.706
F,1.244,2.56,3.907
F,11.188,20.066,13.638
M,2.071,3.465,3.659
M,5.555,5.897,6.115
F,5.762,8.126,22.357
M,1.723,2.941,3.621
M,1.507,2.446,4.183
M,1.418,2.847,5.081
M,1.02,2.578,3.637
F,1.874,4.255,4.441
F,1.254,4.046,3.909
F,1.668,2.567,9.562
M,3.48,4.082,3.883
M,3.487,5.068,4.752
M,5.355,6.347,5.475
F,2.683,7.572,5.976
F,2.076,3.75,3.736
M,5.953,6.139,5.661
M,4.203,5.06,4.503
F,1.117,3.058,4.468
M,1.113,2.111,2.969
F,1.11,3.469,3.715
F,3.0,3.635,4.533
F,1.21,2.625,3.15
F,1.254,3.583,3.609
F,1.234,2.355,3.375
M,4.244,4.686,5.63
F,4.741,7.502,5.93
F,1.192,2.635,3.287
M,1.051,3.2,3.697
M,1.486,2.691,3.057
F,1.556,2.776,7.094
M,7.808,8.448,8.472
F,1.498,2.561,3.152
M,1.12,2.782,3.852
M,1.494,2.749,4.974
F,1.566,3.296,3.963
M,2.594,3.631,4.51
M,3.547,5.242,5.064
F,5.332,6.561,5.36
F,1.47,42.587,27.659
M,2.009,3.722,3.869
F,8.41,9.149,7.32
M,1.38,2.397,3.592
M,38.418,32.03,20.815
M,1.083,2.489,6.213
M,3.019,4.198,4.064
