G,U,X,Y
M,-0.182,3.172,7.311
F,-0.634,-0.695,2.014
M,-1.2,1.45,3.151
M,-0.508,1.023,6.919
M,-0.125,2.826,5.31
M,-0.546,2.529,7.639
M,0.342,5.306,6.469
F,-0.205,2.818,3.412
M,-0.384,3.702,4.603
M,0.871,5.965,9.049
F,-0.039,2.155,2.935
F,0.027,2.858,6.765
F,1.355,2.554,3.461
F,-0.313,0.337,4.475
M,1.296,5.074,6.695
F,0.928,-0.405,2.113
F,0.303,0.395,2.659
F,0.954,2.047,5.955
M,-0.783,2.688,6.244
F,-0.928,-1.628,0.662
M,-1.582,1.086,5.205
M,1.395,3.73,5.855
M,-0.09,3.999,5.849
M,0.999,4.56,4.753
M,0.715,4.371,5.934
M,0.236,3.496,5.113
M,-1.301,1.844,6.161
F,-0.126,1.226,3.714
F,-0.206,0.524,3.166
M,-1.687,-0.178,4.332
M,-1.253,2.928,3.787
M,-0.465,3.143,5.376
F,-1.301,0.553,2.338
F,-0.109,2.32,2.766
F,-0.144,1.614,3.679
M,-1.477,1.588,2.839
M,-1.982,2.299,2.432
F,-0.344,0.247,4.492
F,-0.866,2.78,4.363
F,-1.276,1.712,3.757
M,0.424,4.887,6.396
F,0.527,-0.41,3.24
M,-0.752,4.161,6.004
F,-0.804,2.202,3.883
F,0.893,1.741,5.605
M,-0.314,3.952,6.853
F,1.046,1.763,1.821
M,0.303,4.027,7.529
M,-0.814,5.195,5.885
M,1.753,7.586,7.618
M,0.53,4.032,7.757
F,-2.171,-0.297,2.388
F,0.206,1.678,3.539
M,0.825,4.106,4.315
M,-1.633,1.935,4.791
M,0.46,3.531,9.143
F,0.848,0.234,2.222
F,0.248,2.322,5.6
F,0.093,0.653,4.018
F,-0.46,0.928,0.866
M,-0.185,4.671,6.889
F,0.327,1.279,6.3
F,0.671,0.026,2.45
F,0.677,3.027,5.407
F,-1.083,1.46,2.479
F,0.263,3.058,6.675
M,1.366,3.992,4.701
F,0.128,0.952,3.999
M,0.97,2.928,6.251
M,0.143,2.458,4.561
M,1.114,4.501,7.121
F,1.142,1.997,5.016
M,0.141,4.649,6.851
M,-0.475,3.485,5.072
M,-0.018,3.673,7.439
M,1.022,2.636,5.91
M,-0.332,3.889,6.432
F,-0.517,2.645,1.809
M,-0.743,6.043,9.828
F,0.389,1.468,5.372
M,0.156,3.932,5.536
M,-1.861,4.339,7.664
M,1.684,3.141,7.003
F,-0.762,1.688,2.313
F,0.158,-0.169,0.512
M,-0.268,2.597,4.941
M,0.565,5.081,9.454
M,-0.178,3.284,5.1
M,-0.614,1.324,4.439
M,0.101,3.708,8.127
F,-1.015,1.145,3.045
M,-0.069,5.79,8.925
M,0.974,5.002,6.448
F,-1.01,1.576,3.967
M,-1.293,4.061,7.298
F,-1.15,0.421,2.242
M,-0.258,4.505,8.807
M,0.265,2.642,8.394
M,-0.53,1.726,5.726
M,0.177,3.215,7.18
F,0.374,1.13,2.708
F,0.012,1.103,3.011
M,-0.885,1.966,5.903
F,-0.284,3.147,6.794
F,0.279,3.256,3.621
F,1.218,1.138,1.655
M,-0.879,3.792,5.72
M,-0.662,3.428,5.522
F,-0.251,-0.434,0.893
F,-1.658,-0.56,0.278
M,-0.044,4.414,8.085
F,0.713,3.966,7.246
M,-1.974,2.662,4.168
F,-0.487,1.802,4.815
M,-0.158,5.593,6.42
M,-0.862,4.431,8.761
F,0.149,1.539,4.559
F,-1.101,0.354,2.926
M,-0.713,4.062,3.12
F,2.956,1.73,3.245
M,1.644,4.732,6.267
M,0.676,3.335,4.791
F,1.01,1.606,2.882
M,0.065,3.753,6.029
M,0.36,6.714,8.928
M,-1.543,3.573,4.8
F,0.261,1.819,1.263
M,0.782,3.58,7.82
M,-1.94,1.85,4.703
M,1.423,3.106,7.803
M,-2.152,2.226,5.507
F,0.562,2.448,2.749
M,-0.877,3.819,8.04
F,-0.271,1.777,4.492
F,2.42,3.016,4.549
F,0.286,0.707,2.441
F,0.017,0.958,3.038
F,-1.75,-2.071,4.23
F,0.369,1.098,4.64
M,0.503,3.583,7.182
F,-0.166,1.156,4.367
M,-2.006,1.605,6.169
F,-0.765,-0.457,0.454
F,1.043,4.397,6.795
M,-0.638,4.1,5.489
M,0.285,3.364,5.115
F,0.074,0.284,1.643
M,0.845,5.206,5.071
M,-1.488,2.01,7.14
M,-0.249,4.057,6.311
M,1.412,4.559,7.879
F,0.718,2.637,2.868
F,-0.74,1.196,4.277
F,0.355,1.258,2.777
F,-0.526,1.036,1.724
F,-2.86,0.502,1.733
F,-1.918,-1.831,1.871
F,0.445,3.965,4.022
M,-0.076,4.253,5.749
M,-0.131,3.245,8.145
F,0.815,-0.064,3.652
F,0.183,1.018,1.83
M,-0.088,5.125,6.671
F,-2.06,-1.405,0.303
M,0.243,5.499,8.313
F,-0.19,-0.32,2.164
M,2.0,5.183,5.82
M,0.286,2.005,5.781
M,0.046,5.066,5.858
M,0.171,4.116,8.188
F,1.39,-1.361,1.799
M,-0.374,3.45,8.813
M,1.223,5.739,9.22
F,1.081,1.728,4.927
F,-2.152,-3.019,1.395
F,1.05,1.593,3.69
M,0.766,4.046,5.216
F,-0.767,-0.046,5.073
F,0.57,1.807,3.569
F,0.707,1.243,5.708
F,-0.751,0.248,2.273
M,-0.909,1.462,6.231
F,-0.442,0.689,4.109
M,0.977,5.754,8.002
M,-0.158,3.608,5.611
M,-0.184,3.885,5.713
F,-0.321,-0.343,3.884
F,-0.608,0.438,3.158
F,-0.088,1.317,3.214
F,2.293,2.27,3.799
F,0.986,0.454,4.971
F,-0.256,1.088,0.933
M,1.492,4.887,9.86
M,-0.29,5.048,6.551
F,2.267,2.282,4.72
F,-0.033,1.675,1.319
M,-1.2,3.122,6.848
F,-0.352,0.279,0.388
F,0.01,4.083,7.309
F,-1.158,0.491,3.506
M,0.13,2.648,7.387
F,-0.324,0.38,1.837
F,0.225,0.938,2.883
M,3.128,2.67,6.919
M,-2.192,1.056,3.695
M,1.664,4.613,3.584
F,0.381,1.101,2.822
F,1.195,-0.157,2.931
F,-0.192,-0.857,1.996
F,-1.348,1.389,2.582
F,0.633,0.097,1.215
F,-1.169,0.743,1.867
M,-0.871,2.55,7.313
F,2.189,2.266,4.502
F,0.54,1.624,3.307
F,1.415,1.562,6.071
F,0.793,1.26,4.95
F,0.052,1.095,2.507
M,1.35,4.945,10.703
M,-0.346,2.815,5.793
F,1.85,1.09,2.154
M,0.245,5.854,7.126
M,0.648,2.443,5.821
M,0.998,4.743,7.302
F,1.354,1.782,2.833
F,1.113,1.267,0.819
F,-0.325,2.233,5.495
F,1.34,1.773,2.945
F,0.48,-1.592,2.167
M,-0.423,3.743,4.498
M,-0.689,4.294,7.497
M,0.122,1.984,4.506
F,0.651,1.424,4.435
M,-0.438,3.352,6.179
F,0.664,0.673,1.912
M,-0.783,3.628,7.801
M,-1.061,2.968,3.355
F,-1.011,-0.877,2.237
M,2.413,5.744,7.364
F,0.892,1.906,2.926
M,-0.412,3.64,7.217
M,1.205,5.296,7.361
F,0.557,1.724,5.42
F,0.743,2.1,5.458
M,1.346,4.4,5.614
F,-0.411,-1.078,0.204
F,-0.058,2.595,5.204
F,0.829,1.617,4.789
F,0.015,2.554,4.657
F,-0.993,1.751,1.378
M,1.993,6.566,7.637
F,-0.442,-0.698,2.696
M,-0.362,3.161,5.688
F,-1.124,0.936,3.099
M,1.469,4.729,7.134
M,-0.05,4.026,5.117
M,0.2,3.017,8.889
F,-1.125,-1.575,2.221
F,-1.273,1.09,2.734
M,0.945,2.332,4.62
F,-0.468,0.922,1.07
M,-2.237,0.027,4.348
M,-2.245,2.08,5.889
M,0.924,6.082,7.569
F,0.424,0.823,2.9
M,1.72,4.876,5.753
F,-0.398,0.543,0.488
F,-0.091,2.944,4.186
M,1.485,6.57,8.397
F,-0.144,-0.274,1.834
F,0.399,0.468,4.609
M,-1.364,1.777,7.034
F,0.168,-0.414,2.709
F,0.945,1.076,3.774
F,0.167,0.216,1.739
F,1.154,1.056,2.853
F,-1.374,1.091,3.658
M,-1.631,2.441,6.221
F,0.44,1.631,3.54
M,0.942,5.148,8.327
F,0.422,3.974,4.948
F,0.889,3.178,4.791
F,0.939,2.812,5.123
F,-0.534,0.987,6.347
M,-0.212,2.054,3.718
F,0.193,0.947,4.961
M,-1.149,4.325,6.625
M,-0.173,3.431,8.564
F,1.63,3.9,5.746
F,0.764,0.306,1.15
M,0.007,3.452,7.828
F,-1.495,0.837,3.28
M,-0.149,3.669,8.092
M,1.083,4.257,8.353
F,1.087,3.493,5.551
M,-1.574,2.32,4.68
F,-1.103,0.309,3.555
M,0.301,4.767,8.272
F,0.175,1.535,4.403
F,0.153,1.566,4.014
F,1.431,3.904,8.28
F,-0.958,2.791,7.656
M,1.32,3.576,7.955
F,-0.672,2.069,4.702
F,0.472,2.164,5.441
M,-0.256,4.787,7.065
F,-0.415,2.512,3.564
M,0.209,3.412,7.274
F,-0.338,1.773,2.572
F,-1.714,-0.452,3.191
M,-0.078,3.999,5.561
F,0.152,2.597,5.524
M,-0.66,4.338,6.198
M,0.854,3.905,8.501
F,0.045,2.669,3.19
M,-0.188,3.934,7.097
M,-0.81,2.337,6.231
M,0.2,5.07,6.261
M,-0.847,3.516,4.434
M,0.661,3.462,5.023
F,0.087,1.697,6.266
M,-0.823,1.645,8.383
M,-0.004,4.857,6.445
M,-0.796,2.148,4.729
M,0.474,4.641,7.114
F,-2.171,0.371,2.394
F,0.573,2.358,2.575
M,0.016,4.336,5.48
F,0.102,2.65,2.998
F,-0.955,2.746,5.254
M,-0.042,4.195,7.169
F,0.083,1.866,1.499
F,0.383,2.416,2.944
F,-1.573,-1.413,2.811
F,-0.541,0.406,1.986
F,1.8,1.454,5.069
F,-1.172,1.072,4.424
M,-0.195,2.377,4.56
M,1.204,5.86,4.647
F,0.6,2.684,2.577
F,2.462,3.706,3.997
F,-1.47,0.846,2.667
F,-1.845,2.32,6.309
M,-0.877,5.071,8.769
M,0.066,3.233,4.137
M,-0.63,4.53,4.823
F,0.015,0.771,4.272
F,0.974,4.138,7.329
M,-1.347,1.633,4.95
M,1.747,5.654,8.658
F,-1.297,1.382,2.923
M,-1.538,1.941,4.398
F,0.003,-0.04,3.467
F,-0.526,3.934,4.352
F,-0.748,0.008,4.642
M,0.161,4.963,7.101
M,0.272,3.858,5.267
M,0.66,2.154,5.095
M,-0.269,2.723,6.471
M,0.23,3.805,5.6
M,0.109,4.233,7.432
M,0.234,3.577,6.657
F,0.477,1.765,3.171
M,-1.06,1.3,3.937
F,-1.981,-1.365,1.843
M,-0.716,5.89,6.724
M,0.868,5.04,9.165
M,-0.526,2.2,7.345
M,-1.667,2.925,6.85
M,0.277,3.927,4.193
M,-0.535,1.858,5.654
F,0.567,2.0,2.558
M,-0.027,3.985,6.542
F,-1.239,-1.308,2.068
M,0.604,2.244,4.151
F,0.528,0.414,2.214
M,0.08,4.876,9.305
M,0.023,0.635,0.981
F,-1.91,-1.656,0.427
F,1.514,0.769,1.485
M,-0.274,2.874,4.11
F,0.345,2.393,2.468
F,-0.292,0.345,0.718
M,0.012,2.401,6.726
F,-1.066,0.533,1.65
M,-0.781,4.58,9.376
F,0.406,2.181,3.485
F,-0.304,1.345,2.14
F,-0.569,-1.239,-0.352
F,0.725,0.92,5.785
F,-1.426,-1.219,3.833
F,0.359,-0.105,2.461
M,-0.025,2.901,4.629
M,0.467,2.398,7.515
M,1.757,4.03,5.948
F,1.279,2.006,3.029
F,-0.783,2.097,5.192
M,1.795,6.359,6.127
M,1.444,5.897,9.619
F,0.255,3.471,3.818
F,-0.529,1.31,2.308
M,-1.803,2.778,4.893
F,0.219,2.625,4.365
F,0.256,1.951,6.482
M,0.059,3.884,6.765
M,-0.275,5.652,6.839
F,-0.884,0.23,2.612
F,0.597,-0.045,3.717
M,-0.243,5.278,10.392
M,-0.206,2.66,4.482
M,0.663,5.138,8.696
M,-1.139,3.666,7.014
M,0.035,1.58,6.804
M,-1.497,1.484,4.452
F,-0.437,0.504,2.67
M,0.172,4.749,6.913
M,-1.445,2.15,5.022
M,-2.544,2.666,8.922
M,1.071,4.184,6.473
M,-2.322,2.102,6.72
F,0.647,0.481,4.188
F,-0.254,0.871,4.647
M,-2.477,2.045,5.4
M,1.874,5.047,7.178
M,0.327,4.196,8.536
F,-1.491,-0.647,0.488
F,-0.484,-0.103,5.413
F,2.105,2.903,5.829
M,1.448,5.424,7.021
F,-0.635,1.846,4.38
F,0.26,1.482,3.227
F,-0.599,0.408,1.771
M,-0.963,4.053,6.718
F,1.157,1.374,3.627
F,0.473,0.895,1.066
F,-2.762,0.805,3.736
M,0.445,3.551,6.389
F,1.534,0.387,3.774
F,0.62,2.415,3.882
M,-0.661,1.958,4.823
M,0.493,4.096,7.323
M,-0.709,4.066,6.391
M,0.446,4.48,4.174
M,-0.785,3.062,5.758
M,-0.25,3.713,6.305
M,0.161,2.587,4.983
M,-0.529,4.265,7.461
M,-1.609,0.995,1.517
M,-0.19,2.394,5.911
F,0.512,2.494,3.798
M,0.312,1.368,5.141
F,-0.4,2.898,2.209
M,-0.767,1.686,7.392
F,0.929,0.549,3.913
F,-0.253,0.696,0.408
M,1.17,3.931,7.365
F,-0.42,-0.473,3.707
M,0.356,3.639,8.2
M,-0.489,3.351,8.724
M,-0.562,2.766,6.544
M,1.287,3.261,5.154
F,1.191,2.46,4.146
M,-0.353,1.252,4.2
M,1.604,3.654,6.609
M,1.218,2.48,2.508
M,-0.051,4.355,6.655
F,0.23,-2.436,3.124
M,2.113,5.825,8.739
F,-1.804,-1.602,2.485
F,-0.175,-1.593,2.854
F,0.337,1.611,5.791
M,0.119,4.498,6.694
M,-0.304,4.831,5.513
F,-0.661,-1.619,-0.805
M,0.668,2.266,6.115
M,0.825,1.858,7.253
F,1.133,3.854,6.003
F,-0.343,0.453,3.898
M,1.384,4.944,8.708
F,0.714,1.757,4.368
M,-0.284,3.702,6.337
M,0.814,6.654,8.448
F,-0.976,0.584,5.299
F,-0.581,1.235,2.771
F,0.801,0.597,2.355
M,0.754,5.8,7.557
M,0.676,1.847,6.736
M,0.667,2.275,5.34
F,0.133,1.108,3.79
F,0.539,2.601,7.549
M,-2.551,2.899,9.811
M,0.297,3.429,7.11
M,0.086,4.849,8.066
M,-1.279,2.416,5.185
F,1.381,4.496,4.468
F,0.155,-0.767,2.842
F,-1.625,1.177,4.98
M,-0.986,2.277,7.161
M,0.068,3.593,4.652
F,0.976,2.551,4.865
M,-0.157,5.412,8.151
M,-0.544,3.777,7.0
M,1.486,3.712,7.619
F,-0.382,-0.168,0.791
F,-1.845,-1.974,1.799
F,-0.973,-0.925,1.934
M,-1.077,1.82,4.844
M,-1.585,2.687,8.011
M,-0.757,1.636,4.528
M,-0.819,3.752,3.584
M,0.455,4.258,4.514
F,0.146,-0.156,3.752
M,0.275,4.177,6.401
M,0.326,1.362,5.296
F,-1.689,2.243,5.564
F,0.647,1.917,2.417
F,-0.546,1.976,3.804
F,-0.4,1.196,2.581
M,0.834,1.954,4.222
F,2.459,-0.155,4.194
M,0.192,4.316,5.065
F,1.075,2.383,1.307
F,0.936,2.213,3.069
M,-0.093,3.428,6.149
M,-0.658,1.899,5.053
F,-0.357,0.087,2.26
F,0.067,2.259,3.59
F,0.73,1.803,5.366
F,-0.822,2.113,7.135
M,-0.689,3.533,7.205
M,1.168,5.765,8.087
M,0.024,4.238,7.103
F,0.684,1.531,3.013
F,1.192,2.307,5.033
F,2.182,2.924,6.467
M,0.492,2.885,7.72
F,1.914,2.064,5.875
F,0.48,1.184,5.217
F,0.732,1.652,3.709
F,1.317,3.559,4.656
F,-0.085,-0.037,2.463
M,-0.445,2.427,4.768
F,0.37,-0.023,0.889
M,-1.026,1.409,3.633
F,-0.312,1.341,2.674
M,-0.052,3.495,6.095
F,0.795,-0.291,2.16
F,0.698,-1.623,2.483
F,2.189,3.915,4.195
F,0.399,4.072,4.245
M,-1.167,5.261,7.368
M,0.671,4.073,7.346
F,0.688,0.528,2.304
F,-0.825,-0.021,3.34
F,-0.585,1.054,3.552
M,0.587,4.106,6.835
M,-0.384,3.148,5.828
M,1.422,4.815,9.454
M,-1.102,0.75,5.738
F,-1.123,1.644,2.249
M,0.422,5.696,7.921
M,-1.535,3.304,5.492
F,-0.043,0.523,4.499
M,0.229,4.172,8.255
F,-0.695,0.999,1.165
F,-0.43,0.624,5.038
M,0.912,5.962,4.287
F,-1.112,1.74,2.885
F,-0.023,3.917,6.925
F,-0.694,0.53,0.531
M,-0.007,1.982,7.632
M,-1.165,2.511,8.901
F,0.18,1.598,1.774
M,0.542,3.209,6.134
M,-0.197,2.421,5.018
F,-0.103,1.175,1.203
F,-1.166,2.867,4.999
M,1.462,7.018,8.287
M,0.068,3.079,6.137
F,-0.186,2.01,4.373
F,-0.026,-2.028,3.716
M,0.587,3.571,6.765
F,-0.712,0.453,5.527
M,1.873,6.26,9.161
M,-1.428,1.865,3.368
M,-1.211,-0.615,4.161
F,0.016,0.787,2.995
M,-1.023,1.527,3.523
F,1.153,1.422,3.433
M,0.084,3.767,4.636
F,1.806,2.677,6.308
F,0.485,0.492,3.257
F,-0.187,0.947,4.378
M,-1.199,2.947,9.203
F,-0.74,-0.979,0.482
M,0.46,2.845,5.837
F,0.356,3.076,6.386
M,1.288,2.262,3.946
M,-0.125,5.186,6.93
F,-0.021,1.705,4.472
M,-0.282,6.65,10.147
F,-0.729,1.171,3.861
M,-0.871,3.035,6.286
F,0.922,0.951,4.939
M,1.915,4.168,6.633
F,0.29,1.465,1.395
M,0.185,2.83,6.173
F,0.062,-0.088,3.711
F,0.969,1.901,3.374
F,1.143,1.567,4.15
M,1.367,6.063,6.62
M,1.315,3.436,9.086
F,0.018,0.597,2.568
F,-0.645,1.491,0.406
M,0.2,3.701,7.486
F,-0.669,1.879,1.897
M,2.123,6.624,7.78
M,-0.572,3.935,7.167
M,0.675,3.693,5.857
M,-0.09,4.381,5.661
F,0.586,2.627,3.255
F,-1.645,-0.36,1.502
M,0.934,3.941,6.264
F,0.107,-1.29,1.896
M,0.964,3.022,6.858
M,0.227,4.717,8.0
M,0.12,3.383,7.432
F,1.806,3.748,6.09
M,1.232,5.552,8.083
F,0.122,1.769,2.91
F,-0.813,1.813,4.098
M,-1.134,2.275,7.107
M,-0.4,5.229,4.66
M,-0.319,3.068,8.027
M,-1.582,3.389,9.038
F,0.604,1.049,0.785
F,-0.986,-1.515,1.044
M,0.601,1.382,5.866
M,2.456,5.233,9.25
F,-0.573,0.074,4.124
F,0.952,1.791,5.712
F,0.326,-0.54,0.989
M,1.885,3.727,7.485
F,-1.32,-1.217,-0.276
F,2.05,3.107,3.531
F,-2.234,0.553,3.025
M,-0.689,2.052,6.705
M,-2.261,2.151,4.306
F,2.078,3.645,5.44
M,2.742,6.184,10.123
F,1.089,2.154,0.161
F,2.591,4.649,5.403
F,0.748,0.039,3.226
M,-1.486,2.374,6.317
M,-1.353,1.128,5.06
F,0.517,3.242,5.284
F,-0.268,1.054,2.308
M,-2.235,-0.456,4.49
M,-0.721,1.837,1.147
M,0.621,5.14,9.726
M,0.435,3.331,9.072
M,-1.544,1.552,6.977
F,0.778,3.272,5.378
F,0.818,1.89,4.07
F,-1.939,0.321,4.403
M,0.644,3.563,7.571
F,0.156,0.106,0.318
M,1.698,7.395,6.637
F,-0.487,-0.168,3.234
F,-0.207,1.557,-0.568
M,1.279,1.902,7.546
M,0.087,4.562,5.009
F,1.173,4.474,6.092
M,-2.376,1.534,7.598
F,-0.23,0.949,3.648
F,1.14,2.847,5.651
M,-0.625,3.644,7.984
M,-0.452,4.851,7.447
M,-0.375,2.705,6.239
M,0.861,5.141,6.992
F,0.485,2.463,2.42
F,-0.182,1.67,1.807
F,-2.093,-0.296,0.685
M,0.222,3.286,4.74
M,-1.487,2.626,6.204
M,-0.369,4.822,6.595
F,-1.335,1.149,4.534
F,-1.378,-1.516,1.905
F,-0.272,2.369,5.872
F,0.933,3.316,5.358
F,0.519,1.416,5.696
M,-0.834,4.03,5.231
F,0.439,1.516,2.609
F,-1.24,1.896,5.43
F,-1.359,0.542,1.98
F,0.824,-1.591,3.785
M,0.074,4.365,7.004
F,-1.824,2.189,4.577
M,0.67,5.009,6.684
F,0.239,-1.04,1.478
F,-0.836,-0.325,3.683
F,-0.549,-1.408,0.342
M,1.153,4.446,6.34
F,-0.22,-0.329,2.387
F,0.837,-0.548,1.148
M,-0.3,4.399,5.881
M,1.332,3.964,7.303
F,0.22,0.442,5.064
M,-1.394,4.566,8.566
F,0.58,-1.158,2.298
F,-1.474,-1.223,2.598
F,0.236,2.463,4.008
F,-0.047,0.865,3.417
M,3.354,4.547,6.296
M,-0.038,3.626,5.262
F,0.562,2.095,4.727
F,0.34,-0.141,2.494
M,1.67,5.157,7.109
F,0.306,1.649,2.807
F,1.04,2.037,4.073
M,0.79,3.919,5.946
M,2.214,4.628,10.892
M,-0.862,2.151,5.765
F,0.012,2.444,4.957
F,0.229,1.343,3.076
F,-1.686,0.427,2.185
F,0.858,4.678,3.688
F,0.062,2.021,2.13
F,-0.155,-1.771,4.328
F,0.309,2.604,4.891
M,0.759,4.423,5.944
F,0.607,0.779,0.786
F,-0.537,-1.247,3.353
M,-0.506,2.294,5.57
F,0.942,2.664,6.159
F,0.362,2.122,1.598
M,1.544,4.402,5.927
M,0.162,2.671,6.687
F,0.066,0.677,3.4
F,2.241,3.57,7.208
F,1.734,3.842,4.736
M,0.841,4.835,8.368
F,1.28,1.256,2.136
M,0.238,3.639,4.827
F,-1.164,0.888,0.185
F,1.242,2.17,5.495
M,-0.639,4.664,8.805
M,-0.746,2.938,7.122
M,1.643,3.456,7.826
M,-1.164,2.985,3.936
M,3.004,5.96,8.699
F,0.377,0.868,4.241
M,0.581,5.556,7.481
M,-1.041,2.383,5.555
F,-1.03,0.205,3.424
F,1.057,1.483,3.887
F,-0.549,0.958,4.318
M,-1.053,2.301,5.489
F,-1.122,0.679,0.985
F,1.906,1.04,5.384
M,-0.355,4.007,5.8
M,0.387,4.043,7.314
M,0.377,5.713,8.746
F,2.713,4.205,3.301
F,0.205,1.528,4.456
M,-0.194,2.547,5.381
F,-0.261,2.055,4.537
F,-0.766,1.38,7.801
F,-1.301,-2.221,1.208
F,1.741,1.936,2.808
M,0.344,3.639,5.085
M,0.963,7.659,9.406
F,-1.52,0.454,1.714
M,-2.257,0.551,5.006
F,0.116,5.334,6.238
M,-0.331,4.834,5.083
F,0.034,1.811,1.4
M,-0.228,3.266,6.479
F,-0.627,0.241,2.727
M,0.589,3.96,5.888
F,0.032,0.469,3.543
F,-2.421,-1.088,0.745
F,-0.574,1.812,4.616
M,-2.974,-0.105,5.407
F,1.814,2.042,2.392
F,-1.227,1.296,4.214
F,-1.709,0.617,1.232
F,-1.247,-2.105,0.474
M,0.255,3.605,6.092
F,-0.3,3.232,5.658
F,0.654,3.261,4.668
F,1.145,2.104,3.516
F,0.315,1.921,6.415
F,0.096,2.197,4.169
M,0.391,6.117,8.727
F,-2.091,-0.873,3.637
F,-0.656,3.781,4.896
M,-0.313,3.614,6.811
M,-0.415,3.902,5.682
M,-1.605,0.269,2.559
M,-1.143,3.778,7.42
F,-1.123,-1.626,4.309
M,0.574,3.185,8.298
M,0.259,4.154,4.821
F,-0.829,-0.607,0.208
F,0.327,0.204,4.729
M,1.02,2.721,5.555
F,0.42,0.973,2.241
M,-1.231,1.481,4.108
M,1.26,6.865,9.458
M,-0.136,2.582,4.16
M,0.965,4.179,7.611
F,-0.827,1.245,2.895
F,0.489,2.106,1.327
F,1.77,3.076,5.916
F,0.725,1.374,3.589
M,0.445,2.299,5.807
F,-0.897,0.973,4.702
F,0.32,3.061,1.475
M,0.054,5.118,5.015
M,-0.811,4.843,6.59
F,0.073,0.237,1.694
F,0.013,0.884,0.569
F,-0.658,-0.814,1.002
M,-0.382,3.653,7.378
M,1.354,4.525,8.075
M,-1.335,2.549,4.666
F,0.423,0.283,4.067
F,-0.324,0.607,2.085
M,0.038,1.135,6.511
M,0.231,3.764,8.309
F,-0.996,0.078,3.141
F,0.093,1.279,3.112
M,0.105,4.203,7.382
F,-0.62,-0.702,3.717
M,1.28,3.731,5.791
M,-0.067,0.756,7.545
M,0.64,5.124,8.189
M,-0.173,4.737,9.283
M,0.132,4.981,6.349
M,0.611,5.675,7.323
F,-1.387,-0.049,3.049
M,0.213,5.364,5.441
M,0.052,3.997,4.717
M,-0.34,1.913,6.188
M,-0.254,5.135,5.323
F,1.329,3.667,6.704
M,-0.403,1.934,3.512
F,0.602,2.453,5.744
F,-0.823,0.865,3.521
F,-0.747,0.424,4.395
M,-1.483,2.184,6.207
M,0.302,2.798,5.683
F,0.15,-0.434,2.486
M,-0.628,5.356,7.272
M,0.474,2.247,7.071
M,-0.12,5.236,8.952
M,1.754,5.437,6.809
F,-0.097,-0.592,2.561
F,-0.127,4.521,5.404
M,0.949,5.191,9.303
F,-0.492,-0.314,2.905
F,-1.539,-0.393,1.646
F,0.616,1.058,5.76
F,0.501,-0.853,4.485
F,0.91,1.929,3.262
M,0.878,4.35,7.237
F,1.26,1.896,4.241
M,0.402,4.901,5.484
F,-1.717,1.063,1.94
M,-0.87,4.215,6.891
M,0.497,3.533,2.917
M,-0.014,4.425,6.65
M,-1.765,1.932,5.631
F,0.949,2.066,2.134
M,-0.418,5.687,7.624
F,0.494,0.838,2.075
M,-1.121,2.156,6.428
F,0.239,3.647,5.071
M,-1.831,3.382,5.135
M,-1.435,2.813,7.042
F,0.922,3.187,5.84
F,-0.854,-0.381,2.296
F,1.088,2.566,4.921
M,-0.917,1.42,4.92
F,-1.14,-0.216,1.294
M,1.336,5.602,9.094
F,1.106,1.569,0.349
F,0.811,0.209,4.144
F,0.217,0.601,2.142
F,-0.631,1.817,4.514
M,0.637,2.559,3.407
M,0.437,5.409,8.169
M,-0.821,3.399,5.592
M,-0.701,2.387,3.443
F,-0.424,2.199,1.428
M,0.568,3.936,8.009
M,-0.232,3.122,5.855
F,0.255,0.689,1.599
M,-0.988,2.984,5.609
F,1.18,3.763,7.266
F,-1.841,-1.579,-0.397
F,1.371,1.442,3.518
M,-0.465,1.949,5.493
M,2.641,6.483,8.603
F,-0.493,-0.293,1.953
M,0.009,5.661,7.052
M,0.283,3.605,7.355
M,0.36,3.257,5.116
F,-0.469,0.645,1.849
F,-0.696,-0.116,0.756
M,-1.082,3.375,7.669
M,-1.253,2.585,4.85
F,-1.535,1.806,3.407
M,0.655,5.911,9.019
M,1.213,7.014,7.679
F,0.128,1.605,5.899
M,1.061,5.886,8.693
M,0.081,3.805,5.806
F,0.199,2.669,3.978
F,0.791,0.923,3.647
F,-1.115,-2.369,-0.626
F,-0.767,3.069,5.187
M,-0.431,4.362,5.46
M,0.284,3.294,6.491
F,0.139,0.388,1.944
F,-0.657,1.276,5.661
F,-0.753,0.513,2.649
M,-0.335,4.335,6.284
F,-0.049,2.895,3.261
F,0.627,-0.459,2.891
M,-1.359,4.832,8.958
F,-0.619,0.31,5.906
M,0.038,4.049,6.395
F,0.019,-0.083,3.284
F,-0.312,-1.003,4.032
F,0.783,2.217,3.962
M,-0.066,1.062,8.109
F,0.03,1.648,3.158
M,0.443,4.123,6.319
M,1.101,4.268,6.251
F,0.499,-0.573,1.766
F,0.341,1.965,3.335
M,-1.384,2.385,3.871
M,-2.558,3.613,8.234
F,0.107,-0.092,2.157
M,-1.701,1.126,2.42
F,0.502,0.484,2.765
F,0.331,2.313,4.383
F,-0.224,-0.847,3.393
F,1.181,3.077,4.35
M,1.068,4.956,6.126
M,0.247,3.084,6.898
M,-1.175,2.002,5.992
F,-1.412,-0.369,4.341
F,0.66,1.875,2.312
F,-0.89,-0.482,1.503
M,-0.751,2.048,4.786
